Date,Title
2013/7/24,"US STOCKS SNAPSHOT-Dow, S&P close lower, but Apple helps Nasdaq"
2013/7/24,"US STOCKS SNAPSHOT-Wall St rises after Apple results, Europe data"
2013/7/24,Falling Apple hits TD Ameritrade's margin loan business
2013/7/24,Falling Apple hits TD Ameritrade's margin loan business
2013/7/24,"Apple wobbles in China as rivals offer more, for less"
2013/7/25,Penguin promises EU regulator to scrap Apple e-book deals
2013/7/26,Insight: How Samsung is beating Apple in China
2013/7/28,"Apple's Mansfield no longer in exec team, moves to special projects"
2013/7/29,Apple-supplier Pegatron violates China workers' rights - China Labor Watch
2013/7/30,"Ex-workers sue Apple, seek overtime for daily bag searches"
2013/7/31,"Fidelity Contrafund sours on Apple, bolsters bet on Tesla"
2013/7/31,"Apple CEO met China Mobile head, discussed cooperation"
2013/7/31,Apple fixing bug that allows fake charging stations to hack iPhones
2013/8/1,U.S. ITC delays word on whether Samsung infringes Apple's patents
2013/8/2,"U.S., states propose remedy for Apple e-book price-fixing"
2013/8/2,U.S. seeks tighter control over Apple in e-book case
2013/8/3,"Obama administration overturns ban on some iPad, iPhones"
2013/8/5,S.Korean shares slip 0.4 pct; Samsung hit over Apple row
2013/8/7,Publishers object to U.S. restrictions on Apple in e-books case
2013/8/7,U.S. appeals court revives Apple patent claims vs. Google
2013/8/7,1-Publishers object to U.S. restrictions on Apple in e-books case
2013/8/9,U.S. court hears arguments in Apple's case against Samsung
2013/8/9,Apple patent wins could mean U.S. import ban for Samsung
2013/8/9,U.S. judge considers limits on Apple in e-books case
2013/8/12,"US STOCKS-Dow, S&P 500 slip, BlackBerry and Apple lift Nasdaq"
2013/8/12,Money damages should be good enough for Apple in smartphone wars
2013/8/12,"US STOCKS-Dow, S&P 500 end lower; Nasdaq lifted by BlackBerry, Apple"
2013/8/13,"Wall Street rises on economic data, Apple rallies"
2013/8/13,Carl Icahn makes #activism look easy at Apple
2013/8/13,Icahn says bigger buybacks can drive Apple shares to $700
2013/8/13,Billionaire Carl Icahn says Apple shares could trade at $700
2013/8/13,Icahn has large Apple stake; calls company extremely undervalued
2013/8/14,"New iPhone, 4G technology may mean Apple, China Mobile tie-up closer"
2013/8/14,"US STOCKS-Wall Street dips modestly, but Apple extends rally"
2013/8/22,"INSIGHT-At Apple, Tim Cook leads a quiet cultural revolution"
2013/8/22,Icahn plans dinner meeting with Apple's Cook on buyback size
2013/8/23,"Apple, Samsung do not have to disclose profit details -court"
2013/8/23,U.S. proposes shorter injunction in Apple e-books case
2013/8/27,U.S. judge wants external monitor for Apple in e-books case
2013/8/29,Federer embraces routine win in Big Apple
2013/9/3,"Apple invites media to Sept 10 event, new iPhone expected"
2013/9/3,New iPhone expected as Apple asks media to September 10 event
2013/9/4,Apple invites media to Beijing event on September 11
2013/9/6,NTT DoCoMo to sell iPhone in Apple stronghold Japan-sources
2013/9/6,Apple hit with U.S. injunction in e-books antitrust case
2013/9/6,Taiwan stocks flat; Apple plays gain; HTC down
2013/9/8,Early China iPhone launch gives smugglers a run for their money
2013/9/10,Apple expected to unveil iPhone to drive emerging market sales
2013/9/10,"Hong Kong shares may start higher, Apple suppliers in focus"
2013/9/10,Apple gives finger to the skeptics
2013/9/10,Japan supplier shares fall after Apple unveils lower-cost phone
2013/9/10,Icahn says bought more Apple stock as shares fell: CNBC
2013/9/11,"Wall Street rises on Syria talks, Apple falls further"
2013/9/11,Supplier shares fall as Apple's 5C iPhone stirs doubts
2013/9/11,Icahn says he bought more Apple stock as shares fell - CNBC
2013/9/11,"China shares hit 3-month highs, Apple suppliers fall after new iPhone launch"
2013/9/11,"US STOCKS-Wall St rises on Syria talks, Apple falls further"
2013/9/11,"US STOCKS SNAPSHOT - Wall St rises for 7th straight session, Apple drops"
2013/9/11,INSIGHT-Trigger finger: Apple fires biometrics into the mainstream
2013/9/12,"Chinese telecom carrier says new iPhone orders exceed 100,000 units"
2013/9/18,Apple iPhone fingerprint scanner gets plaudits in early reviews
2013/9/19,Scuffles erupt outside California Apple store as new iPhones released
2013/9/20,"Shares of Apple, chip suppliers rise as iPhones hit stores"
2013/9/20,"Apple says sells 9 million 5s, 5c iPhones in first three days"
2013/9/23,"BlackBuried: Indonesia failings offer lessons for Apple, Samsung"
2013/9/25,Martha Stewart to Apple: come fix my iPad now
2013/10/1,Apple shares get boost on Icahn dinner with CEO Cook
2013/10/1,Icahn says firm has $2 billion invested in Apple shares - CNBC
2013/10/2,Apple iPad Mini with sharper display faces delay
2013/10/3,"Ireland to close Apple's tax loophole, but leave bigger one open"
2013/10/15,Tim Cook brings in Burberry boss to restore Apple's shine
2013/10/15,New iPads expected at Apple event set for Oct 22
2013/10/15,Burberry names Bailey CEO as Ahrendts leaves for Apple
2013/10/15,"Apple unveils iPad Air, new Macs for holidays"
2013/10/23,Icahn says thinks Herbalife still 'very undervalued'-Bloomberg tv interview
2013/10/23,"Icahn says wrote to Apple CEO, will reveal contents on new website"
2013/10/23,Tesla hires Apple VP to lead vehicle development
2013/10/24,Pimco's Gross tells Icahn to leave Apple alone
2013/10/24,Icahn could go to proxy fight with Apple if rejects buyback -CNBC
2013/10/24,"Icahn raises stake in Apple, criticized by PIMCO's Gross"
2013/10/24,"Analysis: Apple, Facebook options reflect hopes for stock gains"
2013/10/25,One idea Samsung could safely copy from Apple
2013/10/27,Instant View: Apple's quarterly sales fail to excite investors
2013/10/28,"Apple sells 33.8 mln iPhones in quarter, in line with Street"
2013/10/28,Apple's results disappoint ahead of holiday quarter
2013/10/28,Apple should be like Bloomberg
2013/10/29,WRAPUP 4-Obama blames 'bad apple' insurers for canceled coverage
2013/10/30,"Apple's iPad Air is a major improvement, but pricier than competitors: reviews"
2013/11/9,"Hon Hai mulls Arizona investment, says not connected to Apple"
2013/11/9,Icahn spoke again with Apple's Cook on stock buyback: CNBC
2013/11/11,Jury picked in retrial between Apple and Samsung
2013/11/12,Icahn owned 3.9 million shares of Apple as of September 30: filing
2013/11/14,"Apple marketing executive says Samsung hurt iPhone, iPad demand"
2013/11/15,Inside the Apple and Google smartphone war
2013/11/15,Apple buys Israel's PrimeSense for $345 mln -report
2013/11/17,U.S. appeals court revives Apple bid for Samsung injunction
2013/11/18,"REUTERS SUMMIT-Icahn cautious on stocks, will not walk away from Apple"
2013/11/18,US appeals court revives Apple bid for injunction versus Samsung
2013/11/19,Trader gets 30 months in prison for $1 billion Apple stock scheme
2013/11/19,Trader gets 30 months in prison for $1 bln Apple stock scheme
2013/11/21,"Einhorn touts Apple, Micron, still short on Green Mtn, Chipotle"
2013/11/21,Apple acquires Israel's PrimeSense in a $350 mln deal - Bloomberg
2013/11/25,Apple supplier Biel Crystal violates workers rights: HK activists
2013/11/26,Apple buys social analytics startup Topsy
2013/12/2,Apple contests constitutionality of court-appointed monitors
2013/12/2,Apple buys startup Topsy; gets rich Twitter data
2013/12/3,China Mobile briefly takes pre-orders for iPhones -Fortune.com
2013/12/3,Billionaire investor Icahn steps up pressure on Apple
2013/12/4,Obama says he's not allowed iPhone for 'security reasons'
2013/12/5,Taiwan stocks rise; Apple supplier Largan jumps on record sales
2013/12/6,Apple spent over $60 million on U.S. lawyers against Samsung
2013/12/6,2-Apple says death at Pegatron unrelated to working conditions
2013/12/15,China Mobile chairman says still in talks with Apple on iPhone deal
2013/12/18,Apple says in iPhone pact with China Mobile; no terms disclosed
2013/12/22,"US STOCKS-Futures rise, Apple deal boosts Nasdaq"
2013/12/23,US STOCKS-Futures point to gains as Apple deal boosts Nasdaq
2013/12/23,"US STOCKS SNAPSHOT-Dow, S&P hit record highs on Apple's gains"
2013/12/23,"Dow, S&P hit record highs; Apple's China deal lifts techs"
2013/12/23,"US STOCKS SNAPSHOT-Wall St opens higher, boosted by Apple deal"
2013/12/23,"US STOCKS-Dow, S&P end at record highs as Apple deal lifts techs"
2013/12/23,"US STOCKS-Wall St rises to new highs, boosted by Apple deal"
2013/12/23,Apple CEO's 2013 pay steady but sees part of stock award shrink
2013/12/27,Justice Department defends Apple monitor in e-books case
2013/12/31,Apple says never worked with NSA on iPhone hacks
2013/12/31,"Apple reports $1 bln app sales in Dec, $10 bln for 2013"
2014/1/7,Apple seeks removal of court-appointed antitrust monitor
2014/1/7,"Micron shares rise on strong results, possible Apple contract"
2014/1/8,"Apple did not violate Google patent, says U.S. appeals court"
2014/1/10,Apple loses court bid to block e-book antitrust monitor
2014/1/13,U.S. judge rejects Apple bid to halt e-books monitor
2014/1/13,Apple loses bid to block antitrust monitorship
2014/1/16,Apple China Mobile launch could spark costly subsidy war
2014/1/21,U.S. appeals court grants Apple request for temporary stay of e-books compliance monitor -- court order
2014/1/21,Apple gets temporary reprieve from e-books monitor
2014/1/21,Apple gets reprieve from e-book monitor's oversight
2014/1/21,"Icahn blasts Apple again, boosts position to $3 billion"
2014/1/22,Icahn buys another $500 million of Apple shares
2014/1/24,U.S. man gets probation in celebrity iPad hack attack
2014/1/24,"Apple set to report record holiday, but China doubts stay"
2014/1/24,U.S. urges court to let Apple antitrust monitor get back to work
2014/1/24,"Apple saw strong growth in China, emerging markets: CFO"
2014/1/27,Instant View: Apple's iPhone sales lag Wall Street view
2014/1/27,LG Display tumbles nearly 5 percent after Apple's weak guidance
2014/1/27,Shares in Apple's Japan suppliers stumble over iPhone sales
2014/1/27,"Samsung sets new smartphone sales record in Q4, widens lead over Apple-report"
2014/1/27,"As Apple shares fall, Icahn buys another $500 million"
2014/1/28,Apple shares fall after muted iPhone sales
2014/1/28,US STOCKS-Wall St rebounds after selloff; Apple weighs on techs
2014/1/28,"US STOCKS-Wall St set for modest rebound; mood cautious on Fed, Apple"
2014/1/28,"Samsung sets new smartphone sales record in fourth quarter, widens lead over Apple: report"
2014/1/28,US STOCKS-Wall St rebounds ahead of Fed meeting; Apple weighs on techs
2014/1/28,Apple supplier Cirrus forecasts weak revenue; shares slide
2014/1/28,"Hong Kong shares stay at 5-month lows, Apple suppliers sink"
2014/1/28,Apple numbers show scale of China challenge
2014/1/29,Super Bowl fever consumes Big Apple
2014/1/30,"Apple, Samsung spar over potential U.S. ban on smartphone sales"
2014/2/6,Imagination Technologies extends licensing agreement with Apple
2014/2/6,Apple buys back $14 bln of its stock since Q1 results - WSJ
2014/2/6,U.S. ends probe of Samsung Electronics' use of essential patents
2014/2/7,Baywa says in talks to buy New Zealand's Apollo Apples Ltd
2014/2/7,Apple shareholders should reject Icahn's buyback proposal: proxy advisor
2014/2/7,"Apple buyback burnishes earnings per share, may soothe critics"
2014/2/7,Apple shareholders should reject Icahn's buyback proposal -proxy advisor
2014/2/7,Apple loses latest bid to block e-books antitrust monitor
2014/2/10,Icahn drops Apple buyback demand
2014/2/10,DoubleLine's Gundlach says firm sold some Apple shares - CNBC
2014/2/12,"LG Elec unveils larger-screen phone to take on Samsung, Apple"
2014/2/12,Tesla CEO confirms talks with Apple - Bloomberg TV
2014/2/20,Apple says security flaw could allow hackers to beat iPhone encryption
2014/2/22,Apple security flaw could allow hackers to beat encryption
2014/2/22,"Tie, tee or tiz? Operating systems also-rans seek to outsmart Google, Apple"
2014/2/24,Apple urges U.S. appeals court to void 'radical' e-books ruling
2014/2/26,"Europe invites Apple, Google to discuss 'in-app' purchases"
2014/2/27,"Europe invites Apple, Google to discuss in-app purchases"
2014/2/28,"Apple CEO promises new products, says Apple TV no longer a 'hobby'"
2014/2/28,Apple launches iPhone voice control for drivers
2014/3/4,Apple's new finance steward Maestri takes over $160 billion cash haul
2014/3/5,Graft-hit China province says has only a few 'bad apples'
2014/3/6,Apple loses bid for U.S. ban on Samsung smartphone sales
2014/3/6,Pixelworks' shares soar after it reveals Apple as major customer
2014/3/6,"SINGAPORE PRESS-Creative Technologies unit sues Apple, Samsung - Business Times"
2014/3/18,Netflix shares fall on Comcast-Apple report
2014/3/24,"Microsoft unveils Office for Apple's iPad, as expected"
2014/3/28,Hon Hai's fourth-quarter profit beats estimates on Apple sales
2014/3/28,GN Store Nord's iPhone hearing aid boosts U.S. customer base
2014/3/28,"U.S. judge rejects Apple, Google bid to avoid trial in hiring lawsuit"
2014/3/28,"Apple, Google lose bid to avoid trial on tech worker lawsuit"
2014/3/28,"Samsung Electronics' mobile head paycheck hits $5.8 million, beating Apple's Cook"
2014/3/31,New iPhone 6 screens to enter production as early as May -sources
2014/3/31,"Renesas has talked with Apple, others on chip unit sale -source"
2014/4/1,"Nikkei hits 3-wk high on US data, Renesas jumps on Apple report"
2014/4/1,Apple again seeks decisive U.S. court ruling against Samsung
2014/4/1,"Amazon unveils Fire TV to rival Apple, Roku"
2014/4/2,"Nikkei hits 3-week high on weak yen, Renesas jumps on Apple news"
2014/4/2,Amazon leaps into home entertainment fray with $99 Fire TV
2014/4/2,"Apple, Intertrust settle year-old patent suit"
2014/4/4,"In smartphone mass-market, Samsung, Apple have margins on their minds"
2014/4/9,Technology group Kudelski says Apple infringed patents
2014/4/11,Apple cannot escape U.S. states' e-book antitrust cases - judge
2014/4/15,Tech workers seek to use Steve Jobs evidence in upcoming trial on no-hire accords
2014/4/18,"GLOBAL MARKETS-Apple shares jump 8 pct, Asian stocks lag"
2014/4/23,"Apple expands buybacks by $30 billion, OKs seven-for-one stock split"
2014/4/23,Apple slice: Share split makes joining the Dow more likely
2014/4/23,US STOCKS-Wall St snaps six-day run; Apple to split stock
2014/4/23,Tech sector brightens as Apple jumps 8 percent
2014/4/23,"GLOBAL MARKETS-Apple shares reach 2014 highs, Asian stocks lag"
2014/4/23,U.S. judge denies Apple's move to hold off e-book antitrust trial
2014/4/23,Apple resets the clock as investors await next big thing
2014/4/23,GLOBAL MARKETS-Tech sector brightens as Apple jumps 8 pct
2014/4/23,Dialog Semiconductor rises on strong iPhone sales
2014/4/24,"Apple, Google agree to settle antitrust lawsuit over hiring deals-filing"
2014/4/24,US STOCKS-Apple lifts Nasdaq; Ukraine drags on broader market
2014/4/24,US STOCKS-Apple buoys Nasdaq; Ukraine weighs on broader market
2014/4/24,Trend-setter Apple's stock split could bring out the copycats
2014/4/24,"US STOCKS SNAPSHOT-Apple lifts S&P 500, Nasdaq; Dow ends flat"
2014/4/24,"Apple, Google agree to settle lawsuit alleging hiring conspiracy"
2014/4/24,"TREASURIES-US Treasury yields rise on durables, Apple results"
2014/4/24,"US STOCKS SNAPSHOT-Wall St resumes climb led by Apple, earnings help"
2014/4/24,"GLOBAL MARKETS-Apple shares hit 2014 highs, Asian stocks lag"
2014/4/24,Group asks U.S. to examine pesticide-coated apples banned by Europe
2014/4/24,"Apple's China success sets stage for iPhone 6, new products"
2014/4/24,Apple buoys Nasdaq; Ukraine weighs on broader market
2014/4/25,"Apple offers to fix faulty iPhones, a rare move"
2014/4/25,U.S. appeals court revives Apple patent lawsuit against Google
2014/4/25,U.S. court may consider delay of Apple e-books damages trial
2014/4/25,US STOCKS SNAPSHOT-S&P 500 ends up with Apple after volatile session
2014/4/28,Apple sets initial price talk on seven-tranche bond deal
2014/4/29,"Apple, Samsung make final pitches to U.S. jury in patent trial"
2014/4/29,Apple bond now seen at US$10-$12bn; demand tops US$40bn -sources
2014/5/2,U.S. jury finds Samsung infringed two Apple patents
2014/5/2,Apple raises US$12bn in perfect style
2014/5/2,Jury reaches verdict in Apple-Samsung patents trial
2014/5/2,Jury leaves total damages Samsung must pay Apple unchanged at $119.6 mln
2014/5/5,US STOCKS-Wall St ends up as ISM data upbeat; Apple above $600
2014/5/5,Jury leaves damages Samsung must pay Apple unchanged at $119.6 million
2014/5/5,Wall St. ends up as ISM data upbeat; Apple above $600
2014/5/5,Family unity doesn't extend to Apple IDs
2014/5/7,Apple sings a different tune with Beats deal
2014/5/9,Apple shows another symptom of mid-life crisis
2014/5/9,"US STOCKS-Dow ends at record high; Apple drags on S&P 500, Nasdaq"
2014/5/9,Beats co-founder Iovine could be key Apple deal ingredient
2014/5/9,US STOCKS-Apple weighs on Wall St; Nasdaq set for worst week in four
2014/5/9,"Dow ends at record high; Apple drags on S&P 500, Nasdaq"
2014/5/9,Apple tries to lift online sales by cutting refund times in half
2014/5/12,"With its sights on Apple, China smartphone maker Xiaomi unveils first tablet"
2014/5/15,"Apple, Google agree to settle smartphone patent litigation"
2014/5/16,Microsoft's new Surface tablet takes aim at Apple's MacBook
2014/5/20,Boeing wants to be more like Apple -CEO
2014/5/21,"Apple, other tech firms formally agree to $325 mln hiring accord"
2014/5/25,Apple supplier Hon Hai plans $310 million GDR sale -paper
2014/5/27,Australian Apple users report lost phone cyber attack
2014/5/28,Apple hopes Beats co-founder's 'ear' can help amid 'dying' music industry
2014/5/29,U.S. court denies Apple's bid to delay e-books damages trial
2014/5/29,Apple hopes Beats co-founder's ear can help amid dying music industry
2014/5/29,Apple executive says company has sold over 20 million Apple tvs
2014/5/29,"Dow, S&P end at records; Apple, Google drag on Nasdaq"
2014/6/11,Synaptics CEO hopes to take bite of Apple by buying iPhone supplier
2014/6/11,Apple says has not received selective Irish tax treatment
2014/6/11,Fiat unit says Luxembourg tax ruling is legitimate
2014/6/11,"Apple settles e-book antitrust case with U.S. states, others"
2014/6/19,"Judge says concerned about Apple, Google hiring settlement"
2014/6/19,Exclusive: EU warns Ireland it could expand tax probe beyond Apple - source
2014/6/20,FEATURE-U.S. shortage of 'spitter' apples threatens boom in hard cider
2014/6/24,Japan Display's reliance on iPhone orders rises in 2013-14
2014/6/25,"CNBC Anchor Accused of Outing Apple CEO, But Did He?"
2014/6/27,Apple poaches another luxury executive as iWatch nears
2014/7/4,Taiwan stocks give investors a juicier bite of Apple Inc
2014/7/9,"Advocates for blind, deaf want more from Apple"
2014/7/9,"Apple loses China patent case, separate suit against Apple continues"
2014/7/9,Apple store layout may be registered as trade mark - EU court
2014/7/11,Apple iPhone a danger to China national security -state media
2014/7/14,Nickel in early iPad likely triggered allergy in boy -study
2014/7/16,Apple agrees to conditional $450 million e-books antitrust accord
2014/7/17,"Taiwan's TSMC shares fall on Apple, Qualcomm order loss reports"
2014/7/17,Apple should do more to tackle in-app purchases problem -EU
2014/7/21,Apple's iPhone sales rose 48 percent in China in June quarter: CFO
2014/7/22,Apple revenue lags Street's view despite strong China growth
2014/7/22,Apple asks suppliers to produce up to 80 million large-screen iPhones: WSJ
2014/7/22,China's Xiaomi hopes Mi 4 smartphone can take on Apple
2014/7/22,"Apple margin concerns fade, focus shifts to iPhone launch"
2014/7/23,US STOCKS-Apple pushes S&P 500 to record close; Boeing hits Dow
2014/7/23,"With sales sputtering, Apple's iPad looks to IBM alliance"
2014/7/23,Apple pushes S&P 500 to record close; Boeing hits Dow
2014/7/23,US STOCKS SNAPSHOT-Apple's results lift S&P 500 to record close
2014/7/23,Apple winds up earnings hope for new gadgets
2014/7/24,"In China, Apple's focus pays off while Samsung feels squeeze"
2014/7/24,"Apple iPhones allow extraction of deep personal data, researcher finds"
2014/7/25,"1-Hedge fund Greenlight details short bets, still likes Apple"
2014/7/25,"Russia wants Apple, SAP to cooperate against foreign spying"
2014/7/30,Apple $450 million e-book settlement wins court approval
2014/8/1,"Samsung Elec, Apple agree to drop patent lawsuits outside U.S. - Samsung says"
2014/8/5,China bans Apple products from government purchases - Bloomberg
2014/8/6,China refutes claim of government ban on Apple purchases
2014/8/8,"Judge rejects $324.5 mln settlement over Apple, Google hiring"
2014/8/8,Apple assembler Pegatron sees Q3 revenue boost from new smartphones
2014/8/11,Apple suppliers begin production of new iPad tablets -Bloomberg
2014/8/11,Exclusive: Apple prepares Healthkit rollout amid tangled regulatory web
2014/8/12,Apple's Cook stresses need to make workforce more diverse
2014/8/12,Apple suppliers begin production of new iPad tablets: Bloomberg
2014/8/12,HIGHLIGHTS-Top U.S. hedge funds up Walgreen shares; lose some taste for Apple
2014/8/14,Apple begins storing users' personal data on servers in China
2014/8/15,Apple moves data storage onto Chinese soil through China Telecom deal
2014/8/15,US STOCKS SNAPSHOT-Wall St ends higher; Apple closes at record
2014/8/19,US STOCKS-Wall St rises on Home Depot and Apple; data helps
2014/8/19,"Wall St. extends rally, lifted by Apple and Home Depot"
2014/8/19,"US STOCKS-Wall St extends rally, lifted by Apple and Home Depot"
2014/8/19,"US STOCKS-Wall St rises on Home Depot, Apple; retail shares lift"
2014/8/19,Exclusive: Apple iPhone 6 screen snag leaves supply chain scrambling
2014/8/28,Apple invites media to Sept. 9 event; new iPhones anticipated
2014/8/28,"An apple a day keeps Russian food embargo at bay, says Berlin"
2014/9/2,"Apple says celebrity attacks were targeted, did not stem from systems breach"
2014/9/2,Wall Street ends mixed as Apple weighs on Nasdaq
2014/9/3,Apple says its systems not to blame for celebrity photo breach
2014/9/3,U.S. watchdogs accuse Chinese Apple supplier of unsafe work conditions
2014/9/4,"Apple to add security alerts for iCloud users, says Cook - WSJ"
2014/9/4,"Huawei unveils phone with sapphire glass, finger-sensor, just days before Apple's iPhone 6 release"
2014/9/4,Apple's rivals hope its iWatch makes wearable work
2014/9/5,U.S. gun control group takes aim at 'bad apple' dealers
2014/9/5,Apple's rivals hope its iWatch makes 'wearable' work
2014/9/7,WeChat helps Apple rack up bonus points in China
2014/9/8,Nikkei falls on Wall St weakness; Apple suppliers slip
2014/9/9,US STOCKS-Wall St falls late afternoon; Apple shares cut gain
2014/9/9,US STOCKS-Investors see new watch as time to buy Apple
2014/9/9,GT shares plunge as Apple taps other source for new iPhone display
2014/9/9,"Apple unveils the Watch, calling it the company's 'next chapter'"
2014/9/9,"Verizon offers free iPhone 6 in return for two-year contract, used phone"
2014/9/9,US STOCKS-Apple shares gain in heavy volume ahead of product event
2014/9/10,No sapphire on your new iPhone? China's Huawei has you covered
2014/9/10,Apple payments service may boost sales of larger iPhones
2014/9/10,Wall Street ends higher after two days of losses as Apple rebounds
2014/9/10,Apple gives NFC chip technology a prized seal of approval
2014/9/10,China misses out on first wave of new iPhone releases
2014/9/10,GLOBAL MARKETS-U.S. stocks rise on Apple; rate hike views boost dollar
2014/9/10,Apple hires senior Gap marketing exec: AdAge
2014/9/10,European shares fall for 4th day; ARM down after Apple launches
2014/9/10,US STOCKS-Wall St ends higher after 2 days of losses as Apple rebounds
2014/9/10,"US STOCKS SNAPSHOT-Apple leads market higher, energy weighs"
2014/9/10,Swatch opens down 1.2 pct after Apple unveils watch
2014/9/10,Apple hires senior Gap marketing exec -AdAge
2014/9/10,U.S. stocks rise on Apple; rate hike views boost dollar
2014/9/11,Fitch: iPhone Takes a Bite of the Mobile Card Payment Apple
2014/9/12,China's iPhone delay gives smugglers reason to cheer
2014/9/12,Apple gets a failing grade for Canadian geography
2014/9/12,China's iPhone delay gives smugglers reason to cheer
2014/9/15,Apple iPhone 6 pre-orders hit record 4 million on first day
2014/9/15,U.S. court throws out VirnetX $368 mln patent award vs Apple
2014/9/17,"IPhone emerges from 'bygone era', reviewers hail bigger handset"
2014/9/17,New Apple devices include default kill switch
2014/9/17,"Apple's iPhone 6 Plus includes chips from Qualcomm, Skyworks: iFixit"
2014/9/18,"Apple's iPhone 6 gets one Chinese license, needs another before sales begin"
2014/9/18,Cerner and Athenahealth say integrating with Apple's mobile health service
2014/9/18,"Apple's iPhone 6 Plus includes chips from Qualcomm, SK Hynix - iFixit"
2014/9/18,"Apple tries to assuage privacy fears, puts focus on security"
2014/9/19,Some consumers say Apple is losing its 'cool' factor
2014/9/19,New smartphone app gives sight to the blind
2014/9/22,Apple sells more than 10 million new iPhones in first three days
2014/9/24,Apple customers discover unexpected flexibility in iPhone 6 Plus
2014/9/24,"Apple iPhone rollout marred by bendgate, dropped cell service"
2014/9/24,"Apple plays defense on iPhone 6 bending, software concerns"
2014/9/25,"US STOCKS-Apple falls in heavy volume, but may find support"
2014/9/25,US STOCKS-Wall St slumps as Apple drags; S&P 500 breaks support level
2014/9/25,"US STOCKS-Wall St drops on Apple weakness, dollar concerns"
2014/9/25,Apple CEO Tim Cook gets $25 billion warning shot
2014/9/26,Invasive apple snail threatens Florida Everglades clean up
2014/9/29,EU says Ireland swapped Apple tax deal for jobs
2014/9/30,"U.S. attorney general criticizes Apple, Google data encryption"
2014/9/30,WiLan says loses LTE patent case against Apple
2014/10/3,Icahn tweets he will send open letter to Apple
2014/10/8,Icahn urges Apple to repurchase more shares
2014/10/9,"Apple supplier GT to drop sapphire ops, asks bankruptcy plan remain secret"
2014/10/9,Icahn says he will never run a proxy fight at Apple
2014/10/10,Solvay wins contract to provide plastic for iPhone 6: Bloomberg
2014/10/14,"Apple, Facebook will pay for female employees to freeze their eggs"
2014/10/14,"Tech workers ask appeals court to reject Apple, Google bid"
2014/10/15,Judge in Apple supplier's bankruptcy questions need for secrecy
2014/10/15,Apple's new iPad Air starts at $499
2014/10/16,New Apple iPad can switch wireless carriers with a touch
2014/10/16,China-backed hackers may have infiltrated Apple's iCloud: blog
2014/10/20,Apple's iPhone sales beat Street but iPad volumes slide
2014/10/20,Apple sells better-than-expected 39.3 mln iPhones in Sept quarter
2014/10/20,Wozniacki's bite of Big Apple helps win marathon match
2014/10/21,"Nikkei rallies over 2 pct on ECB optimism, Apple earnings; Takata bounces"
2014/10/22,Apple CEO discusses security with top Chinese official amid hacking claims -Xinhua
2014/10/22,Nikkei rallies on ECB hopes; Apple-related shares soar
2014/10/22,"Early Apple computer sells for $905,000 at auction"
2014/10/22,"GT Advanced settles with Apple, to exit sapphire production"
2014/10/24,Apple CEO says had 'very open' privacy talks in China: Xinhua
2014/10/24,Ralph Nader urges Apple to reduce buybacks and raise wages: WSJ
2014/10/27,Rite Aid becomes latest retailer to shut off Apple Pay
2014/10/27,"Some U.S. retailers shun Apple Pay, eye rival payments system"
2014/10/27,Apple hops on board Obama program to wire up schools
2014/10/28,Apple CEO fires back as retailers block Pay
2014/10/29,"Dow Jones asks court to deny GT Advanced, Apple's secrecy motion"
2014/10/29,Apple supplier Cirrus Logic forecasts strong holiday quarter
2014/10/30,Apple's Cook signals front line of new gay rights battle
2014/10/30,"In glow of Apple, NXP pitches tap-to-pay technology to car makers"
2014/10/31,China lifts suspension on Washington State delicious apples
2014/10/31,Australia has Apple to thank for timely economic boost
2014/11/3,Apple plans investor call ahead of a potential bond sale: WSJ
2014/11/3,Russian memorial to Apple founder dismantled after CEO comes out
2014/11/3,"Original Apple computer could fetch $600,000 at December auction"
2014/11/5,Palo Alto Networks discovers new malware targeted at Apple devices
2014/11/5,Apple supplier Skyworks forecasts revenue above estimates
2014/11/6,Irish minister expects EU case against Apple to fail
2014/11/7,GT Advanced says fell victim to 'bait-and-switch' by Apple
2014/11/7,Researchers say Apple iOS bug makes most devices vulnerable to attack
2014/11/10,Exclusive: Apple's enterprise assault gets into higher gear
2014/11/10,Apple iOS bug makes devices vulnerable to attack: experts
2014/11/10,Apple must face U.S. lawsuit over vanishing iPhone text messages
2014/11/11,"US STOCKS SNAPSHOT-Dow, S&P tick lower but Apple boosts Nasdaq"
2014/11/13,U.S. government warns on bug in Apple's iOS software
2014/11/13,Apple market cap could hit $1 trillion mark: Omega's Einhorn
2014/11/17,REUTERS SUMMIT-Apple market cap could hit $1 trillion mark -Omega's Einhorn
2014/11/17,GT Advanced Tech creditors chafe at settlement deal with Apple
2014/11/19,Infosys unit's overbilling Apple led to exit of top execs-sources
2014/11/20,Apple $450 million e-book settlement gets final court approval
2014/12/1,US STOCKS-Wall St falls on weak global data; Apple stumbles
2014/12/1,Wall Street falls in broad decline; Apple stumbles
2014/12/1,Apple tumbles as much as 6 percent in unusual trading
2014/12/1,US STOCKS-Wall St falls in broad decline; Apple stumbles
2014/12/1,Apple tumbles 3 percent in one minute of trading
2014/12/1,US STOCKS-Wall St falls on weak global data; Apple stumbles
2014/12/1,Samsung asks appeals court to throw out $930 million damages in Apple infringement case
2014/12/9,PM Abe says Apple to build big R&D centre in Japan - media
2014/12/9,"Original Apple computer sells for $365,000 at New York auction"
2014/12/11,Apple pacts in Canada may have raised prices - court filing
